0,10,47,19.25,-13.75,25.70002,RGBA(1.000, 0.000, 0.000, 1.000),(1.0, 0.2, 0.1, 0.1)
0,11,2,-7.725,1.545,18.29999,RGBA(0.000, 1.000, 0.000, 1.000),(0.2, 0.0, 0.6, 0.8)
0,11,6,-13.75,8.25,31.10004,RGBA(0.000, 0.000, 1.000, 1.000),(0.6, 0.3, 0.7, 0.3)
0,11,10,-7.725,7.725,16.69999,RGBA(1.000, 0.922, 0.016, 1.000),(0.1, 0.3, 0.6, 0.7)
0,11,11,-19.25,13.75,25.70002,RGBA(0.000, 1.000, 0.000, 1.000),(0.3, 0.4, 0.6, 0.6)
0,11,12,1.545,1.545,19.8,RGBA(0.000, 1.000, 0.000, 1.000),(0.8, 0.4, 0.2, 0.4)
0,11,14,13.75,2.75,32.00005,RGBA(1.000, 0.922, 0.016, 1.000),(0.5, 0.6, 0.6, 0.2)
0,11,17,4.635,4.635,18.8,RGBA(0.000, 0.000, 1.000, 1.000),(0.7, 0.7, 0.1, 0.0)
0,11,22,13.75,13.75,29.10003,RGBA(1.000, 0.000, 0.000, 1.000),(0.3, 0.0, 0.8, 0.5)
0,11,24,-1.545,-1.545,19.8,RGBA(1.000, 0.000, 0.000, 1.000),(0.5, 0.2, 0.6, 0.5)
0,11,25,-8.25,-2.75,33.90002,RGBA(0.000, 1.000, 0.000, 1.000),(0.2, 0.8, 0.5, 0.2)
0,11,27,-10.815,-1.545,16.69999,RGBA(0.000, 1.000, 0.000, 1.000),(0.1, 0.4, 0.7, 0.6)
0,11,32,-2.75,-13.75,32.00005,RGBA(0.000, 1.000, 0.000, 1.000),(0.9, 0.4, 0.3, 0.0)
0,11,37,4.635,-1.545,19.3,RGBA(1.000, 0.000, 0.000, 1.000),(0.6, 0.3, 0.7, 0.3)
0,11,39,19.25,-2.75,29.10003,RGBA(0.000, 0.000, 1.000, 1.000),(0.2, 0.7, 0.6, 0.2)
0,11,43,10.815,-4.635,16.09999,RGBA(0.000, 1.000, 0.000, 1.000),(0.0, 0.3, 0.8, 0.5)
0,11,46,13.75,-13.75,29.10003,RGBA(1.000, 0.922, 0.016, 1.000),(0.0, 0.4, 0.8, 0.5)
0,12,0,-1.545,1.545,19.8,RGBA(0.000, 0.000, 1.000, 1.000),(0.5, 0.7, 0.3, 0.4)
0,12,6,-13.75,8.25,31.10004,RGBA(0.000, 1.000, 0.000, 1.000),(0.5, 0.3, 0.3, 0.8)
0,12,10,-7.725,7.725,16.69999,RGBA(1.000, 0.000, 0.000, 1.000),(0.7, 0.6, 0.3, 0.1)
0,12,11,-19.25,13.75,25.70002,RGBA(1.000, 0.922, 0.016, 1.000),(0.1, 0.3, 0.7, 0.6)
0,12,15,10.815,1.545,16.69999,RGBA(1.000, 0.922, 0.016, 1.000),(0.5, 0.7, 0.5, 0.3)
0,12,16,2.75,8.25,33.90002,RGBA(1.000, 0.922, 0.016, 1.000),(0.7, 0.7, 0.2, 0.1)
0,12,19,10.815,4.635,16.09999,RGBA(1.000, 0.000, 0.000, 1.000),(0.7, 0.7, 0.1, 0.2)
0,12,22,13.75,13.75,29.10003,RGBA(1.000, 0.922, 0.016, 1.000),(0.1, 0.7, 0.7, 0.2)
0,12,24,-1.545,-1.545,19.8,RGBA(0.000, 0.000, 1.000, 1.000),(0.6, 0.5, 0.3, 0.5)
0,12,26,-13.75,-2.75,32.00005,RGBA(1.000, 0.922, 0.016, 1.000),(0.1, 0.5, 0.5, 0.7)
0,12,31,-10.815,-4.635,16.09999,RGBA(1.000, 0.922, 0.016, 1.000),(0.6, 0.5, 0.6, 0.2)
0,12,33,-8.25,-13.75,31.10004,RGBA(1.000, 0.000, 0.000, 1.000),(0.3, 0.7, 0.2, 0.6)
0,12,38,13.75,-2.75,32.00005,RGBA(0.000, 0.000, 1.000, 1.000),(0.7, 0.3, 0.6, 0.3)
0,12,41,8.25,-8.25,32.90003,RGBA(0.000, 0.000, 1.000, 1.000),(0.3, 0.8, 0.3, 0.5)
0,12,42,7.725,-4.635,17.79999,RGBA(0.000, 1.000, 0.000, 1.000),(0.4, 0.4, 0.3, 0.8)
0,12,46,7.725,-7.725,16.69999,RGBA(1.000, 0.000, 0.000, 1.000),(0.5, 0.6, 0.4, 0.5)
0,13,0,-1.545,1.545,19.8,RGBA(0.000, 0.000, 1.000, 1.000),(0.8, 0.1, 0.5, 0.2)
0,13,2,-13.75,2.75,32.00005,RGBA(0.000, 0.000, 1.000, 1.000),(0.3, 0.7, 0.5, 0.3)
0,13,7,-10.815,4.635,16.09999,RGBA(0.000, 0.000, 1.000, 1.000),(0.4, 0.6, 0.4, 0.6)
0,13,10,-13.75,13.75,29.10003,RGBA(0.000, 0.000, 1.000, 1.000),(0.6, 0.3, 0.3, 0.7)
0,13,13,4.635,1.545,19.3,RGBA(1.000, 0.000, 0.000, 1.000),(0.0, 0.1, 0.9, 0.5)
0,13,15,19.25,2.75,29.10003,RGBA(1.000, 0.000, 0.000, 1.000),(0.0, 0.6, 0.1, 0.8)
